EXAMPLE_year_quarter;EXAMPLE_price;EXAMPLE_floor_area_log;EXAMPLE_distance_nearest_trainstation_log;EXAMPLE_neighbourhood_code;EXAMPLE_dummy_large_city
2012Q3;150000;102;3,6;C;0
2012Q3;110000;85;0,7;E;0
2012Q3;320000;179;1,6;D;0
2012Q3;110000;89;1,9;D;0
2012Q3;650000;745;4,2;C;0
2012Q3;850000;1783;3,2;E;0
2012Q3;84000;116;3,6;E;0
2012Q3;37000;76;1,5;E;0
2012Q3;165679;118;1,9;C;0
2012Q3;270000;520;1,9;D;0
2012Q3;116500;109;2,4;D;0
2012Q3;30000;74;9,2;E;0
2012Q3;135000;87;2,3;C;0
2012Q3;175000;129;1,3;D;0
2012Q3;355000;124;2;A;0
2012Q3;180000;101;2,6;D;0
2012Q3;148000;70;1,1;C;0
2012Q3;360000;45;1,7;A;0
2012Q3;99500;137;14,8;C;0
2012Q3;155000;251;1,8;E;0
2012Q3;140000;67;1,1;C;0
2012Q3;144000;73;8,8;D;0
2012Q3;170000;204;2,9;C;0
2012Q3;230000;134;3,8;C;0
2012Q3;317500;145;4,7;A;0
2012Q3;420000;111;3;B;0
2012Q3;475000;210;0,9;B;0
2012Q3;144000;115;3,4;B;0
2012Q3;120000;62;0,6;C;0
2012Q3;266000;374;5;D;0
2012Q3;80000;82;1,5;C;0
2012Q3;190000;108;13,5;C;0
2012Q3;25267;36;5,6;C;0
2012Q3;180000;149;1,9;E;0
2012Q3;97500;70;1,2;B;0
2012Q3;234000;114;16,5;C;0
2012Q3;110000;140;5,8;B;0
2012Q3;430000;183;1,4;E;0
2012Q3;232050;189;7,3;D;0
2012Q3;101500;60;1,7;C;0
2012Q3;470000;1052;2,6;B;0
2012Q3;225000;178;1;B;0
2012Q3;75000;90;3,4;E;0
2012Q3;575000;526;1,5;B;0
2012Q3;1205000;929;1;C;0
2012Q3;640000;171;1,8;A;0
2012Q3;1160250;251;4,8;A;0
2012Q3;74250;67;5;E;0
2012Q3;450000;102;0,9;A;0
2012Q3;135000;323;13,3;E;0
2012Q3;283000;222;0,6;A;0
2012Q3;270000;105;14;C;0
2012Q3;310000;75;2,6;A;1
2012Q3;230000;97;17,8;E;0
2012Q3;208250;123;11,7;B;0
2012Q3;130000;84;1,1;B;0
2012Q3;90000;70;1;D;0
2012Q3;265000;106;5,7;A;0
2012Q3;382500;472;1,3;E;0
2012Q3;755000;937;3,5;D;0
2012Q3;252500;128;2,7;B;0
2012Q3;175000;132;27,7;E;0
2012Q3;295000;65;1,6;A;1
2012Q3;850000;186;38,3;B;0
2012Q3;415000;161;1,9;B;0
2012Q3;153000;40;2,3;A;1
2012Q3;88000;346;9,2;A;0
2012Q3;348000;144;1,3;A;0
2012Q3;153000;83;2,4;A;0
2012Q3;140000;374;11;E;0
2012Q3;77500;63;0,7;E;0
2012Q3;90000;134;2,8;C;0
2012Q3;525000;247;1,6;A;1
2012Q3;235000;95;5,1;A;0
2012Q3;85000;69;3;D;0
2012Q3;262500;149;1,6;E;0
2012Q3;620000;141;1,3;D;0
2012Q3;140000;251;1,8;E;0
2012Q3;365000;148;1,5;C;0
2012Q3;29000;70;2,3;A;0
2012Q3;135000;49;1,9;A;0
2012Q3;116000;118;16,3;D;0
2012Q3;80000;143;1,6;E;0
2012Q3;190000;108;12,7;D;0
2012Q3;25267;36;5,6;C;0
2012Q3;182500;150;10,4;B;0
2012Q3;775000;217;2,3;A;0
2012Q3;337500;176;6,3;C;0
2012Q3;87500;76;1,5;D;0
2012Q3;1900000;592;1;C;0
2012Q3;785000;239;0,9;B;0
2012Q3;106000;80;0,9;B;0
2012Q3;106000;96;4,5;B;0
2012Q3;315000;148;7,5;D;0
2012Q3;81000;76;2;D;0
2012Q3;162000;130;14,7;D;0
2012Q3;154000;80;34,5;A;0
2012Q3;250000;165;3,3;C;0
2012Q3;271500;107;1,5;A;1
2012Q3;225000;500;4,2;C;0
2012Q3;390000;456;12,7;B;0
2012Q3;375000;355;1,3;D;0
2012Q3;101000;75;3,1;B;0
2012Q3;110000;87;1,3;B;0
2012Q3;427000;380;1,2;A;0
2012Q3;65000;69;1,4;B;0
2012Q3;48581;150;4,1;B;0
2012Q3;167500;201;3,1;C;0
2012Q3;245000;125;5,1;C;0
2012Q3;248000;156;4,3;E;0
2012Q3;141000;130;3,7;D;0
2012Q3;70500;84;1,7;C;0
2012Q3;40000;50;3,4;E;0
2012Q3;513000;1170;2,4;D;0
2012Q3;103500;75;2,6;D;0
2012Q3;1200000;1153;1,2;B;0
2012Q3;191250;103;10,9;B;0
2012Q3;130000;143;1,8;E;0
2012Q3;185000;122;0,6;D;0
2012Q3;1200000;94;1,5;B;0
2012Q3;159000;77;1,4;E;0
2012Q3;85000;160;2,6;C;0
2012Q3;92500;41;1,4;D;0
2012Q3;345100;560;3,5;B;0
2012Q3;124500;136;11,2;C;0
2012Q3;1250000;1222;3,3;C;0
2012Q3;490000;243;0,8;D;0
2012Q3;180000;187;1,1;C;0
2012Q3;99960;136;17,6;E;0
2012Q3;85000;74;2;D;0
2012Q3;45000;51;2,7;E;0
2012Q3;88750;48;1,7;D;0
2012Q3;425000;87;4,5;A;0
2012Q3;63000;176;41,1;D;0
2012Q3;50000;146;6;B;0
2012Q4;125500;88;3,4;E;0
2012Q4;375000;270;1,1;C;0
2012Q4;232500;123;4,5;B;0
2012Q4;130000;198;4,6;D;0
2012Q4;137500;66;18,4;B;0
2012Q4;275000;127;1;C;0
2012Q4;60000;57;1,8;E;0
2012Q4;110000;121;5,3;C;0
2012Q4;208000;104;1,3;A;1
2012Q4;132750;106;6,7;D;0
2012Q4;101250;79;2,1;C;0
2012Q4;160000;116;1,3;E;0
2012Q4;522000;848;2;C;0
2012Q4;190000;106;8,6;C;0
2012Q4;1950000;1633;6,2;C;0
2012Q4;136000;51;4,5;A;0
2012Q4;465000;58;0,8;B;0
2012Q4;140000;143;10,4;E;0
2012Q4;54000;123;13;B;0
2012Q4;625000;816;1;B;0
2012Q4;125000;101;4,4;B;0
2012Q4;275000;571;1,3;B;0
2012Q4;80000;90;6,2;B;0
2012Q4;1250000;426;2,2;A;0
2012Q4;495000;652;1;D;0
2012Q4;295000;219;2,2;E;0
2012Q4;99000;134;1,3;B;0
2012Q4;215000;138;1,3;C;0
2012Q4;235000;135;1,1;A;0
2012Q4;175000;275;5,8;B;0
2012Q4;325000;277;7,4;A;0
2012Q4;77000;67;1,5;D;0
2012Q4;1275000;506;1,8;A;1
2012Q4;575000;771;6,1;A;0
2012Q4;216500;90;7,4;B;0
2012Q4;315000;238;2;C;0
2012Q4;72500;63;3,3;C;0
2012Q4;190000;106;2,5;B;0
2012Q4;1200000;1385;0,9;C;0
2012Q4;120000;191;23,4;C;0
2012Q4;71000;49;1,5;D;0
2012Q4;139500;133;1,7;D;0
2012Q4;90000;250;11,8;C;0
2012Q4;70000;105;7,9;D;0
2012Q4;430000;167;0,9;A;0
2012Q4;1250000;166;6,1;A;0
2012Q4;192500;110;3,5;D;0
2012Q4;675000;1090;5,2;C;0
2012Q4;1055000;334;1,5;E;0
2012Q4;185000;110;2,3;A;1
2012Q4;46000;127;16,2;E;0
2012Q4;235000;80;7,7;D;0
2012Q4;135000;39;0,9;A;1
2012Q4;142000;89;1,5;A;0
2012Q4;120000;112;15,5;C;0
2012Q4;575000;1245;7,5;D;0
2012Q4;575000;1282;2,4;C;0
2012Q4;315000;449;5,4;D;0
2012Q4;82000;72;1,9;E;0
2012Q4;140000;124;7,9;C;0
2012Q4;140500;111;1,8;C;0
2012Q4;47500;85;1,5;E;0
2012Q4;195000;94;2,6;A;0
2012Q4;350000;133;5,5;D;0
2012Q4;37510;143;3,6;E;0
2012Q4;39568;92;5,1;E;0
2012Q4;170000;407;26,2;C;0
2012Q4;455000;1399;3,2;A;0
2012Q4;355500;790;6,5;C;0
2012Q4;80000;89;0,8;C;0
2012Q4;670000;535;8,3;B;0
2012Q4;160000;115;3,3;B;0
2012Q4;455000;466;0,9;A;0
2012Q4;94000;173;4,8;C;0
2012Q4;160000;80;4,8;A;0
2012Q4;136000;227;1,2;C;0
2012Q4;326000;145;9,8;D;0
2012Q4;1200000;335;2,8;A;0
2012Q4;258000;161;17,9;C;0
2012Q4;650000;255;5,7;A;1
2012Q4;112500;58;3,2;D;0
2012Q4;170000;190;0,4;D;0
2012Q4;87300;50;1,2;C;0
2012Q4;147000;88;1,1;B;0
2012Q4;750000;1459;3;B;0
2012Q4;193000;224;13,3;D;0
2012Q4;160000;80;0,8;B;0
2012Q4;1080000;921;3,5;C;0
2012Q4;275000;211;5,1;B;0
2012Q4;275000;133;2,6;C;0
2012Q4;240000;120;0,8;C;0
2012Q4;170000;169;3,4;B;0
2012Q4;89000;84;1,7;C;0
2012Q4;470000;737;1,6;C;0
2012Q4;118000;112;17,6;C;0
2012Q4;590000;1635;9,4;C;0
2012Q4;205000;95;1,1;B;0
2012Q4;170500;123;3,4;C;0
2012Q4;65000;45;3,4;E;0
2012Q4;84000;109;1,4;E;0
2012Q4;85000;65;13,7;C;0
2012Q4;194750;133;6,5;B;0
2012Q4;101000;34;1,2;B;0
2012Q4;235000;103;8,5;D;0
2012Q4;143000;97;1,5;C;0
2012Q4;110000;76;1,5;C;0
2012Q4;130305;76;1,2;A;1
2012Q4;377500;135;10,6;E;0
2012Q4;70000;200;9,7;D;0
2012Q4;2150000;1100;12,6;C;0
2012Q4;350000;375;10,7;D;0
2012Q4;185000;184;12,3;D;0
2012Q4;206500;153;1,2;A;0
2012Q4;120000;126;3,3;D;0
2012Q4;750000;205;3,7;B;0
2012Q4;167500;109;1,7;C;0
2012Q4;105000;298;1,3;C;0
2012Q4;80000;113;6,5;B;0
2012Q4;114000;68;2,1;D;0
2012Q4;229000;332;0,8;C;0
2012Q4;900000;1548;5,8;D;0
2012Q4;280000;87;3,5;B;0
2012Q4;850000;141;34,8;A;0
2012Q4;314500;661;1,5;D;0
2012Q4;275000;100;1,1;B;0
2012Q4;103000;288;1,2;D;0
2012Q4;89000;111;2,7;D;0
2012Q4;63375;56;5;E;0
2012Q4;201000;356;5,1;C;0
2012Q4;1610000;674;1,6;C;0
2012Q4;175000;149;5,5;A;0
2012Q4;270000;120;11,4;A;0
2012Q4;150000;96;1,4;C;0
2012Q4;325000;85;2,3;A;1
2012Q4;920000;523;1,6;A;0
2012Q4;185000;99;1;C;0
2012Q4;2800000;5314;5,4;A;0
2012Q4;298000;290;2,9;C;0
2012Q4;415000;572;2,6;C;0
2012Q4;111000;118;5,8;B;0
2012Q4;59000;238;2,5;C;0
2012Q4;85000;69;1;D;0
2012Q4;122000;125;0,9;E;0
2012Q4;210000;257;3,1;A;0
2012Q4;450000;330;0,7;A;0
2012Q4;299000;757;58,1;B;0
2012Q4;169000;97;4;B;0
2012Q4;91500;58;1,1;C;0
2012Q4;161250;156;3,8;C;0
2012Q4;250000;775;0,8;D;0
2013Q1;260000;470;1,1;E;0
2013Q1;330000;148;3,3;B;0
2013Q1;225000;53;1,1;A;0
2013Q1;69000;56;11;D;0
2013Q1;147500;79;4;A;0
2013Q1;144000;90;3;A;0
2013Q1;750000;574;6,5;A;0
2013Q1;214000;50;1,1;A;0
2013Q1;155000;85;1,1;D;0
2013Q1;45000;54;1,2;E;0
2013Q1;56000;106;0,4;C;0
2013Q1;74000;72;1,7;D;0
2013Q1;325000;140;0,6;A;0
2013Q1;250000;1018;0,6;C;0
2013Q1;225000;55;1,6;A;1
2013Q1;325000;114;1,1;A;0
2013Q1;91000;156;1,1;A;0
2013Q1;90000;94;3,6;C;0
2013Q1;725000;166;1,5;A;0
2013Q1;27500;60;1,5;C;0
2013Q1;227000;192;4,9;A;0
2013Q1;258000;82;16,5;C;0
2013Q1;285000;123;0,8;A;0
2013Q1;345000;338;13,1;D;0
2013Q1;240000;140;0,8;B;0
2013Q1;125000;85;6,1;D;0
2013Q1;445000;259;1,6;A;1
2013Q1;45000;100;0,8;A;0
2013Q1;410000;370;4,8;A;0
2013Q1;270000;91;1,3;A;1
2013Q1;145000;609;6,2;B;0
2013Q1;102000;208;6,2;B;0
2013Q1;365000;606;17,6;D;0
2013Q1;350000;759;13,9;C;0
2013Q1;1100000;2065;1,7;C;0
2013Q1;345000;622;6,7;D;0
2013Q1;230000;190;10,3;D;0
2013Q1;93000;63;1,5;D;0
2013Q1;140000;74;1;B;0
2013Q1;290000;138;13,8;B;0
2013Q1;126000;96;3,5;C;0
2013Q1;65000;83;4,4;E;0
2013Q1;1525000;4962;3,7;C;0
2013Q1;95000;68;1,6;E;0
2013Q1;990000;1680;4,5;B;1
2013Q1;242500;59;2,1;A;1
2013Q1;63000;81;1,3;D;0
2013Q1;185000;127;4,8;B;0
2013Q1;475000;692;1,7;D;0
2013Q1;240000;117;13,4;C;0
2013Q1;195000;105;3,3;B;0
2013Q1;289000;140;3,8;C;0
2013Q1;280000;525;3,5;B;0
2013Q1;131000;110;2,7;B;0
2013Q1;735000;1388;2,1;B;0
2013Q1;164034;87;6,4;A;0
2013Q1;82000;77;0,7;E;0
2013Q1;138000;98;2,9;B;0
2013Q1;425000;169;4,5;A;0
2013Q1;167500;80;1,7;A;0
2013Q1;210000;161;1,5;C;0
2013Q1;234000;168;1,1;A;0
2013Q1;285000;281;2,7;D;0
2013Q1;135000;40;0,8;C;0
2013Q1;160000;276;1,8;B;0
2013Q1;1210000;2275;1,7;C;0
2013Q1;76000;60;1,5;D;0
2013Q1;165000;78;2;C;0
2013Q1;121250;104;3,4;E;0
2013Q1;180000;140;0,8;C;0
2013Q1;195000;58;0,8;A;0
2013Q1;76000;60;2,6;E;0
2013Q1;84700;81;4,2;B;0
2013Q1;156000;107;1;D;0
2013Q1;740000;500;8,6;C;0
2013Q1;110000;240;2,8;B;0
2013Q1;265000;98;6,8;A;0
2013Q1;275000;100;4;A;1
2013Q1;152000;84;0,7;C;0
2013Q1;118000;102;0,4;C;0
2013Q1;102500;95;4;C;0
2013Q1;95000;45;0,6;A;0
2013Q1;255000;147;1;B;0
2013Q1;110000;66;1,7;B;0
2013Q1;272000;183;9,1;C;0
2013Q1;350000;115;4,8;A;0
2013Q1;151250;167;2,4;B;0
2013Q1;725000;413;0,9;A;0
2013Q1;175000;116;2,2;D;0
2013Q1;105000;110;12,6;E;0
2013Q1;380000;113;2,5;A;0
2013Q1;416000;518;0,9;C;0
2013Q1;350000;544;0,9;D;0
2013Q1;109250;108;3,4;E;0
2013Q1;185000;342;6,4;C;0
2013Q1;83000;54;2,3;D;0
2013Q1;180000;95;1,4;C;0
2013Q1;267500;281;1,5;D;0
2013Q1;72500;54;1,9;E;0
2013Q1;65000;55;2,2;A;0
2013Q1;375000;92;4,1;C;0
2013Q1;248000;119;3,2;C;0
2013Q1;90000;65;1,5;D;0
2013Q1;115000;123;57,5;D;0
2013Q1;450000;526;3,2;C;0
2013Q1;175000;114;13,6;D;0
2013Q1;650000;451;15,2;D;0
2013Q1;1100000;1247;1,7;A;0
2013Q1;170000;173;11;C;0
2013Q1;725000;316;1,5;A;1
2013Q1;50000;98;0,2;B;0
2013Q1;251500;129;7,8;C;0
2013Q1;123000;141;6,7;B;0
2013Q1;115000;128;9,6;C;0
2013Q1;145000;134;1,2;E;0
2013Q1;2195000;6982;1,8;B;0
2013Q1;70000;121;1,7;E;0
2013Q1;145000;94;9,6;D;0
2013Q1;60000;38;1,4;C;1
2013Q1;95000;80;5,1;B;0
2013Q1;180000;141;2,7;A;1
2013Q1;260000;128;1,4;B;0
2013Q1;80000;152;5,6;A;0
2013Q1;150000;99;35,5;E;0
2013Q1;375000;178;13;C;0
2013Q1;82500;80;2;D;0
2013Q1;155000;279;1,5;E;0
2013Q1;240000;160;2,4;C;0
2013Q1;555000;1384;2,2;D;0
2013Q1;150000;111;1,1;E;0
2013Q1;120000;108;0,9;B;0
2013Q1;177000;123;4;B;0
2013Q1;81000;71;0,7;E;0
2013Q1;76500;70;2,1;D;0
2013Q1;81000;78;1,1;D;0
2013Q1;141000;110;1,5;D;0
2013Q1;70000;75;0,7;D;0
2013Q1;250000;588;6,6;D;0
2013Q1;190000;54;1,8;A;1
2013Q1;250000;699;3,1;B;0
2013Q1;149000;74;1,1;D;0
2013Q1;475000;58;10,7;B;0
2013Q1;190000;106;1,3;A;0
2013Q1;135000;73;4,9;C;0
2013Q1;336000;202;1,4;C;0
2013Q1;220000;672;10,6;E;0
2013Q1;72000;77;2,7;D;0
2013Q1;155000;49;2,2;A;1
2013Q1;350000;202;3,5;A;0
2013Q1;650000;1193;19,8;B;0
2013Q2;380000;580;1,3;D;0
2013Q2;69500;133;3,4;E;0
2013Q2;104000;75;0,5;C;0
2013Q2;55000;64;2;D;0
2013Q2;550000;373;1,6;A;0
2013Q2;530000;338;1,9;D;0
2013Q2;184000;119;3,1;E;0
2013Q2;87500;420;3,5;B;0
2013Q2;140000;110;15,4;C;0
2013Q2;475000;2000;2,4;E;0
2013Q2;390000;127;6,7;C;0
2013Q2;525000;1105;2;C;0
2013Q2;111750;67;2,6;D;0
2013Q2;42500;55;4,2;E;0
2013Q2;87000;90;1,2;C;0
2013Q2;230000;209;3,3;C;0
2013Q2;8600000;8996;1,3;A;1
2013Q2;235000;483;1,6;C;0
2013Q2;260000;620;3,6;C;0
2013Q2;140000;80;2,2;E;0
2013Q2;115000;215;9,6;C;0
2013Q2;188000;94;6,9;B;0
2013Q2;140000;186;3,6;A;0
2013Q2;176000;149;14,9;C;0
2013Q2;90000;75;6,1;B;0
2013Q2;120000;38;1,8;D;0
2013Q2;230000;148;5,2;B;0
2013Q2;325000;139;3,7;A;0
2013Q2;160000;58;1,4;C;0
2013Q2;149000;85;0,7;B;0
2013Q2;2725000;9260;4,4;B;0
2013Q2;288000;153;9,2;C;0
2013Q2;67500;109;8,2;B;0
2013Q2;145000;121;3,1;E;0
2013Q2;310000;476;3,3;A;0
2013Q2;150000;105;1,3;C;0
2013Q2;170000;60;4;C;0
2013Q2;350000;678;3,2;C;0
2013Q2;60000;64;2;D;0
2013Q2;125000;132;3,4;A;0
2013Q2;180000;135;16,5;C;0
2013Q2;245000;59;2;A;1
2013Q2;162000;490;2,3;B;0
2013Q2;311000;483;4;C;0
2013Q2;33000;78;31,8;C;0
2013Q2;460000;154;1,6;A;0
2013Q2;275000;368;2;D;0
2013Q2;267500;492;1,2;B;0
2013Q2;130000;115;1,1;E;0
2013Q2;259000;381;3,4;B;1
2013Q2;1175000;2867;2,2;C;0
2013Q2;293000;879;6,2;C;0
2013Q2;180000;290;1,4;C;0
2013Q2;49000;48;4,2;E;0
2013Q2;118000;81;5;C;0
2013Q2;75000;300;16,5;E;0
2013Q2;252500;155;0,9;A;0
2013Q2;350000;51;1,8;A;1
2013Q2;175000;205;1,3;B;0
2013Q2;71250;63;3,3;C;0
2013Q2;385000;85;5,9;A;0
2013Q2;194000;63;4,5;A;0
2013Q2;313000;1218;3,2;D;0
2013Q2;480000;488;10,8;D;0
2013Q2;525000;1091;2,8;C;0
2013Q2;163400;452;20,9;E;0
2013Q2;90000;77;1,3;D;0
2013Q2;145000;90;1,7;D;0
2013Q2;295000;54;1,6;A;1
2013Q2;100100;73;1,7;A;0
2013Q2;66000;53;1,1;D;0
2013Q2;252000;776;2,2;C;0
2013Q2;425000;156;2,3;A;0
2013Q2;242000;152;3,4;A;0
2013Q2;205000;105;10,5;C;0
2013Q2;340000;162;6;A;0
2013Q2;280000;760;12,5;C;0
2013Q2;430000;132;6,2;C;0
2013Q2;305000;390;50,6;E;0
2013Q2;91750;79;6,7;D;0
2013Q2;73000;70;2,1;D;0
2013Q2;135000;181;0,4;C;0
2013Q2;60000;110;1;D;0
2013Q2;385000;323;0,8;C;0
2013Q2;82500;59;2,2;D;0
2013Q2;130000;114;2;E;0
2013Q2;110000;82;1;B;0
2013Q2;925000;604;1;D;0
2013Q2;70000;46;5;E;0
2013Q2;160000;114;3,3;B;0
2013Q2;195000;113;2,6;A;0
2013Q2;150000;91;2,3;D;0
2013Q2;177500;84;1;B;0
2013Q2;165000;114;1,4;B;0
2013Q2;25000;44;5;E;0
2013Q2;122000;82;1,5;D;0
2013Q2;104500;81;4;C;0
2013Q2;560000;228;1,3;D;0
2013Q2;190000;100;2,7;A;0
2013Q2;103600;145;7,1;C;0
2013Q2;81000;101;14,5;C;0
2013Q2;232500;102;28,5;A;0
2013Q2;135000;221;1;A;0
2013Q2;145000;62;1,3;A;1
2013Q2;87229;84;12,8;C;0
2013Q2;125000;109;2,3;B;0
2013Q2;64000;93;31,8;C;0
2013Q2;970000;341;0,9;A;0
2013Q2;238000;122;2,9;B;0
2013Q2;115000;444;16,8;C;0
2013Q2;106000;94;2,8;D;0
2013Q2;290000;177;10,8;C;0
2013Q2;430000;113;1,5;A;1
2013Q2;140000;131;3,3;A;0
2013Q2;82000;101;11,7;D;0
2013Q2;79500;59;1,5;D;0
2013Q2;205000;111;0,7;A;0
2013Q2;65500;100;2,1;E;0
2013Q2;80000;185;2,1;E;0
2013Q2;207500;142;0,8;C;0
2013Q2;175000;800;2;C;0
2013Q2;80000;80;1;B;0
2013Q2;1075000;1772;0,7;A;0
2013Q2;160000;110;2,1;D;0
2013Q2;97500;65;1,3;C;0
2013Q2;113000;325;18;E;0
2013Q2;220000;120;10,7;B;0
2013Q2;280000;98;1,2;A;0
2013Q2;282500;90;2,3;A;1
2013Q2;1800000;840;2,5;A;0
2013Q2;837500;230;8,5;A;0
2013Q2;207500;66;2,2;B;0
2013Q2;450000;1968;2,5;E;0
2013Q2;620000;102;3,4;C;0
2013Q2;405000;165;1,6;A;1
2013Q2;150000;116;3,8;B;0
2013Q2;689000;1300;1;B;0
2013Q2;285000;145;16,3;C;0
2013Q2;90000;144;3,3;B;0
2013Q2;166000;211;9,9;E;0
2013Q2;230000;144;3,7;C;0
2013Q2;125000;99;12,5;E;0
2013Q2;380000;792;11,6;E;0
2013Q2;62000;60;1,8;E;0
2013Q2;70000;65;2,3;D;0
2013Q2;80500;66;3;D;0
2013Q2;82500;34;1,7;A;0
2013Q2;162500;450;8,3;C;0
2013Q2;45000;100;0,7;C;0
2013Q2;120000;106;2,3;D;0
2013Q3;170000;168;1,3;B;0
2013Q3;190000;744;3,3;E;0
2013Q3;229000;90;1,9;B;0
2013Q3;198000;930;44;E;0
2013Q3;65000;61;18,3;B;0
2013Q3;145000;194;1,1;B;0
2013Q3;125000;279;13,2;C;0
2013Q3;152500;137;1,6;E;0
2013Q3;635000;307;1,6;A;1
2013Q3;1100000;1636;2,5;A;0
2013Q3;177740;120;2,3;A;1
2013Q3;137000;181;5;E;0
2013Q3;850000;212;1,3;A;1
2013Q3;1325000;4400;3,2;D;0
2013Q3;177740;96;2,3;A;1
2013Q3;195000;243;3,8;D;0
2013Q3;640000;1708;5,5;E;0
2013Q3;35000;68;2,4;A;0
2013Q3;83000;97;1,2;D;0
2013Q3;157000;125;1,3;C;0
2013Q3;230000;103;1,2;C;0
2013Q3;92500;117;11,5;B;0
2013Q3;112000;71;1,6;E;0
2013Q3;130263;99;1;D;0
2013Q3;215000;110;1,1;B;0
2013Q3;275000;125;6,6;D;0
2013Q3;1100000;529;4,7;A;0
2013Q3;139000;244;4,5;D;0
2013Q3;203000;153;2,6;D;0
2013Q3;55000;64;3,3;B;0
2013Q3;245000;183;19,7;C;0
2013Q3;71000;95;5,3;C;0
2013Q3;180000;203;0,9;D;0
2013Q3;76500;55;1,3;B;1
2013Q3;92000;66;15,4;D;0
2013Q3;1340000;3588;4,1;C;0
2013Q3;150000;77;1,2;B;0
2013Q3;90000;202;3,3;D;0
2013Q3;1150000;273;2,2;A;1
2013Q3;110000;118;4,1;D;0
2013Q3;255000;128;0,8;A;0
2013Q3;415000;234;3;A;1
2013Q3;56000;104;4,5;E;0
2013Q3;95000;65;1,7;D;0
2013Q3;220000;62;4,5;B;0
2013Q3;212000;151;1,3;D;0
2013Q3;95000;100;1;D;0
2013Q3;160000;109;3,6;A;0
2013Q3;177500;107;2,5;B;0
2013Q3;2270000;2411;1,9;C;1
2013Q3;115000;76;3;B;0
2013Q3;105000;84;0,7;B;0
2013Q3;64000;122;5,5;C;0
2013Q3;305000;655;2,1;C;0
2013Q3;662500;2580;10,3;B;0
2013Q3;152500;127;0,5;B;0
2013Q3;165000;105;1;D;0
2013Q3;165000;82;2,3;C;0
2013Q3;145000;67;1,3;A;1
2013Q3;139000;258;4;B;0
2013Q3;115000;35;1,9;C;0
2013Q3;58000;44;3,4;E;0
2013Q3;180000;233;3,4;C;0
2013Q3;875000;271;1,6;A;1
2013Q3;93500;72;1,5;D;0
2013Q3;150000;110;1,1;B;0
2013Q3;225000;122;4,7;A;0
2013Q3;195000;75;2,1;A;1
2013Q3;139500;69;4;E;0
2013Q3;80000;85;12,4;E;0
2013Q3;685000;187;0,9;A;0
2013Q3;84000;65;0,7;E;0
2013Q3;175000;70;1,9;A;0
2013Q3;1250000;181;2,8;A;1
2013Q3;75000;77;1,5;A;0
2013Q3;64000;115;3,3;E;0
2013Q3;50000;57;4,2;E;0
2013Q3;215000;670;0,9;E;0
2013Q3;147500;157;3;B;0
2013Q3;140000;122;9,7;D;0
2013Q3;116500;90;15,4;C;0
2013Q3;108000;62;1,1;E;0
2013Q3;103000;182;3,5;B;0
2013Q3;590000;162;2,9;A;0
2013Q3;257500;63;1,7;A;1
2013Q3;95000;153;27,7;E;0
2013Q3;140000;35;2,3;A;1
2013Q3;179000;91;2,3;C;0
2013Q3;176500;129;4,2;B;0
2013Q3;127500;101;3,9;C;0
2013Q3;1800000;2083;2;C;0
2013Q3;420000;116;2,2;A;1
2013Q3;900000;116;5,8;E;0
2013Q3;60000;59;1,2;E;0
2013Q3;415000;212;1,6;E;0
2013Q3;185000;70;3;A;1
2013Q3;1275000;1206;1,1;D;0
2013Q3;365000;292;9,4;C;0
2013Q3;125000;174;1,3;B;0
2013Q3;250000;130;5;C;0
2013Q3;245000;133;2,2;A;0
2013Q3;170000;46;2,2;A;1
2013Q3;137750;94;3,4;C;0
2013Q3;255000;132;2,7;A;1
2013Q3;480000;127;4,3;A;0
2013Q3;182500;318;10,8;E;0
2013Q3;1325000;854;0,7;B;0
2013Q3;81000;178;3,6;B;0
2013Q3;3850000;165;1,7;B;0
2013Q3;102000;79;1,4;C;0
2013Q3;50000;190;4,2;B;0
2013Q3;667500;1406;8;B;0
2013Q3;105750;103;6,9;D;0
2013Q3;195000;234;1;D;0
2013Q3;120000;113;2,1;A;0
2013Q3;310000;152;0,9;A;1
2013Q3;130000;189;1,6;E;0
2013Q3;480000;441;0,8;C;0
2013Q3;998000;3732;0,8;D;0
2013Q3;75000;65;2;D;0
2013Q3;85000;105;1,1;A;0
2013Q3;640000;226;10,5;D;0
2013Q3;185000;182;4,3;C;0
2013Q3;890000;291;2,7;A;1
2013Q3;275000;166;3;A;0
2013Q3;195000;126;7,4;B;0
2013Q3;124000;69;3,3;B;0
2013Q3;123000;88;1,4;D;1
2013Q3;232000;160;4,2;B;0
2013Q3;455000;1135;1,6;D;0
2013Q3;157000;98;1,5;B;0
2013Q3;127000;99;5,9;C;0
2013Q3;207500;104;12,6;D;0
2013Q3;85000;86;12,4;D;0
2013Q3;52500;64;2,4;C;0
2013Q3;120000;117;2,3;E;0
2013Q3;87000;165;9,2;E;0
2013Q3;83500;66;3;D;0
2013Q3;65000;188;2,8;C;0
2013Q3;162500;119;10,5;E;0
2013Q3;58500;86;1,4;E;0
2013Q3;625000;565;10,7;B;0
2013Q3;165000;156;2,6;C;0
2013Q3;84000;52;2,5;B;0
2013Q3;112500;106;1;B;0
2013Q3;35000;46;16,8;C;0
2013Q3;299000;144;0,3;C;0
2013Q3;140000;700;1,1;B;0
2013Q3;115000;92;1,9;C;0
2013Q3;133500;84;1,1;B;0
